,0,0.5,2,4
3006.91748,0.00416,0.00115,-5.30E-04,-1.10E-04
3004.98873,0.00416,0.0012,-4.50E-04,-3.00E-05
3003.05998,0.0042,0.0013,-3.10E-04,0.00013
3001.13123,0.0043,0.00147,-1.30E-04,0.00033
2999.20249,0.00441,0.00166,0.00004,0.00053
2997.27374,0.00451,0.00183,0.00017,0.0007
2995.34499,0.00463,0.00198,0.00031,0.00086
2993.41624,0.0048,0.00215,0.00049,0.00103
2991.4875,0.005,0.00231,0.00065,0.00121
2989.55875,0.00519,0.00245,0.00075,0.00137
2987.63,0.00541,0.00261,0.00087,0.00154
2985.70125,0.00567,0.00282,0.00104,0.00176
2983.77251,0.00597,0.00302,0.0012,0.00199
2981.84376,0.00628,0.0032,0.00133,0.00218
2979.91501,0.00662,0.00339,0.00146,0.00235
2977.98626,0.00696,0.00358,0.00159,0.00251
2976.05751,0.00727,0.00372,0.00169,0.00264
2974.12877,0.00759,0.00381,0.00173,0.00273
2972.20002,0.00791,0.00389,0.00173,0.00279
2970.27127,0.00817,0.00389,0.00164,0.00274
2968.34252,0.00827,0.00373,0.00138,0.00247
2966.41378,0.00822,0.00344,0.00098,0.00205
2964.48503,0.00801,0.00304,0.0005,0.00151
2962.55628,0.00766,0.00252,-6.00E-05,0.00084
2960.62753,0.00721,0.00195,-6.60E-04,0.00013
2958.69879,0.00675,0.00141,-0.00124,-5.30E-04
2956.77004,0.00636,0.00094,-0.00171,-0.00105
2954.84129,0.00604,0.0006,-0.00201,-0.00143
2952.91254,0.0058,0.00042,-0.00214,-0.00165
2950.9838,0.00564,0.00035,-0.00221,-0.00177
2949.05505,0.00556,0.0003,-0.00228,-0.00186
2947.1263,0.0055,0.00018,-0.00241,-0.00202
2945.19755,0.00546,-5.00E-05,-0.00268,-0.00229
2943.26881,0.00545,-3.50E-04,-0.00308,-0.00268
2941.34006,0.00546,-7.00E-04,-0.00356,-0.00317
2939.41131,0.00549,-0.00111,-0.00412,-0.00379
2937.48256,0.0055,-0.00161,-0.00481,-0.00454
2935.55382,0.0055,-0.00219,-0.00559,-0.00537
2933.62507,0.00548,-0.0028,-0.0064,-0.00623
2931.69632,0.00538,-0.00343,-0.0072,-0.0071
2929.76757,0.0052,-0.00404,-0.008,-0.00794
2927.83883,0.00497,-0.00461,-0.00872,-0.00867
2925.91008,0.00472,-0.00506,-0.00924,-0.00924
2923.98133,0.0045,-0.00533,-0.0095,-0.00957
2922.05258,0.00428,-0.00542,-0.00954,-0.00968
2920.12383,0.00406,-0.00535,-0.00942,-0.00959
2918.19509,0.00389,-0.0051,-0.00908,-0.00923
2916.26634,0.00382,-0.00466,-0.00845,-0.00855
2914.33759,0.00386,-0.00403,-0.00755,-0.00759
2912.40884,0.00398,-0.00331,-0.00656,-0.00653
2910.4801,0.00409,-0.00266,-0.00571,-0.00559
2908.55135,0.00415,-0.00218,-0.00506,-0.00487
2906.6226,0.00416,-0.00182,-0.00456,-0.00434
2904.69385,0.00417,-0.00152,-0.00414,-0.0039
2902.76511,0.00416,-0.00125,-0.00378,-0.00353
2900.83636,0.00417,-0.00103,-0.00347,-0.00319
2898.90761,0.00421,-8.10E-04,-0.00319,-0.00287
2896.97886,0.00428,-6.10E-04,-0.00293,-0.00257
2895.05012,0.00436,-4.20E-04,-0.00268,-0.0023
2893.12137,0.00438,-2.30E-04,-0.00246,-0.00208
2891.19262,0.00438,-5.00E-05,-0.00223,-0.00186
2889.26387,0.00439,0.00012,-0.002,-0.00163
2887.33513,0.00442,0.00025,-0.0018,-0.00139
2885.40638,0.00446,0.00037,-0.00165,-0.00118
2883.47763,0.00453,0.00049,-0.0015,-0.00103
2881.54888,0.00461,0.00064,-0.00135,-8.90E-04
2879.62014,0.00472,0.00075,-0.00127,-7.90E-04
2877.69139,0.00481,0.00076,-0.0013,-7.70E-04
2875.76264,0.00487,0.00069,-0.00141,-8.50E-04
2873.83389,0.00491,0.00059,-0.00154,-9.90E-04
2871.90515,0.00493,0.00051,-0.00164,-0.00114
2869.9764,0.00487,0.00041,-0.00175,-0.00131
2868.04765,0.00475,0.00024,-0.00192,-0.00153
2866.1189,0.00459,-5.00E-05,-0.00223,-0.00189
2864.19016,0.00443,-4.70E-04,-0.00272,-0.00243
2862.26141,0.00425,-0.00102,-0.00338,-0.00316
2860.33266,0.00406,-0.00166,-0.00416,-0.00399
2858.40391,0.00388,-0.00233,-0.00498,-0.00485
2856.47516,0.0037,-0.0029,-0.00568,-0.00561
2854.54642,0.00352,-0.00326,-0.00611,-0.0061
2852.61767,0.00338,-0.00336,-0.00624,-0.00624
2850.68892,0.00327,-0.00322,-0.00604,-0.00605
2848.76017,0.00322,-0.00279,-0.00545,-0.00545
2846.83143,0.0033,-0.00208,-0.0045,-0.00442
2844.90268,0.00345,-0.00127,-0.00345,-0.00324
2842.97393,0.00357,-5.80E-04,-0.00257,-0.00226
2841.04518,0.00363,-1.00E-04,-0.00196,-0.00158
2839.11644,0.00367,0.00022,-0.00153,-0.00112
2837.18769,0.00374,0.00045,-0.00121,-8.20E-04
2835.25894,0.0038,0.00062,-9.70E-04,-5.90E-04
2833.33019,0.00381,0.00074,-7.90E-04,-4.00E-04
2831.40145,0.00381,0.00083,-6.50E-04,-2.40E-04
2829.4727,0.00382,0.00092,-5.30E-04,-9.00E-05
2827.54395,0.00383,0.00099,-4.20E-04,0.00003
2825.6152,0.00383,0.00105,-3.30E-04,0.00012
2823.68646,0.00381,0.00111,-2.60E-04,0.00017
2821.75771,0.00381,0.00118,-2.00E-04,0.00023
2819.82896,0.00383,0.00126,-1.40E-04,0.00032
2817.90021,0.00385,0.00131,-8.00E-05,0.00041
2815.97147,0.00383,0.00131,-3.00E-05,0.00045
2814.04272,0.00379,0.00133,0,0.00045
2812.11397,0.00377,0.00134,0.00004,0.00047
2810.18522,0.00379,0.00136,0.00007,0.00053
2808.25648,0.00382,0.00138,0.00011,0.00057
2806.32773,0.00382,0.00139,0.00012,0.0006
2804.39898,0.00379,0.00138,0.00012,0.0006
2802.47023,0.00376,0.00135,0.00011,0.00059
2800.54149,0.00374,0.00134,0.00012,0.00059
2798.61274,0.00372,0.00134,0.00014,0.00059
2796.68399,0.0037,0.00135,0.00015,0.00059
2794.75524,0.00368,0.00135,0.00015,0.00058
2792.82649,0.00369,0.00138,0.00014,0.00059
2790.89775,0.00371,0.0014,0.00014,0.00062
2788.969,0.00373,0.00141,0.00016,0.00065
2787.04025,0.00373,0.0014,0.00018,0.00066
2785.1115,0.00371,0.00141,0.0002,0.00065
2783.18276,0.0037,0.00143,0.00022,0.00066
2781.25401,0.00372,0.00144,0.00025,0.00068
2779.32526,0.00375,0.00147,0.0003,0.00071
2777.39651,0.00378,0.00152,0.00034,0.00074
2775.46777,0.00378,0.00154,0.00035,0.00076
2773.53902,0.00376,0.00151,0.00034,0.00076
2771.61027,0.00373,0.00149,0.00033,0.00075
2769.68152,0.00371,0.00148,0.00032,0.00075
2767.75278,0.00371,0.00148,0.00032,0.00077
2765.82403,0.00372,0.00148,0.00033,0.00078
2763.89528,0.00373,0.00149,0.00035,0.00079
2761.96653,0.00373,0.0015,0.00035,0.0008
2760.03779,0.00369,0.0015,0.00032,0.00078
2758.10904,0.00365,0.00148,0.0003,0.00073
2756.18029,0.00364,0.00147,0.00031,0.00072
2754.25154,0.00367,0.00148,0.00035,0.00076
2752.3228,0.00373,0.00151,0.00037,0.00079
2750.39405,0.00374,0.00153,0.00038,0.00079
2748.4653,0.00371,0.00151,0.00035,0.00076
2746.53655,0.0037,0.00149,0.00033,0.00074
2744.60781,0.00371,0.0015,0.00033,0.00075
2742.67906,0.00373,0.00153,0.00035,0.00078
2740.75031,0.00373,0.00152,0.00036,0.0008
2738.82156,0.00374,0.0015,0.00037,0.00082
2736.89281,0.00374,0.0015,0.00037,0.00081
2734.96407,0.00373,0.00151,0.00037,0.00081
2733.03532,0.00371,0.0015,0.00038,0.00082
2731.10657,0.0037,0.0015,0.00038,0.0008
2729.17782,0.0037,0.0015,0.00036,0.00078
2727.24908,0.0037,0.00151,0.00035,0.00078
2725.32033,0.00369,0.00152,0.00036,0.00078
2723.39158,0.00371,0.00154,0.00038,0.00078
2721.46283,0.00373,0.00155,0.00038,0.00079
2719.53409,0.00372,0.00153,0.00035,0.00079
2717.60534,0.00369,0.00152,0.00034,0.00078
2715.67659,0.00368,0.00152,0.00037,0.00078
2713.74784,0.0037,0.00153,0.0004,0.00079
2711.8191,0.00373,0.00154,0.00043,0.00081
2709.89035,0.00373,0.00153,0.00043,0.00082
2707.9616,0.0037,0.00152,0.00041,0.00084
2706.03285,0.00368,0.00152,0.00039,0.00084
2704.10411,0.00369,0.00153,0.00038,0.00082
2702.17536,0.00371,0.00152,0.00038,0.00082
2700.24661,0.00372,0.00151,0.00038,0.00084
2698.31786,0.00371,0.00152,0.00038,0.00085
2696.38912,0.00372,0.00153,0.0004,0.00085
2694.46037,0.00375,0.00153,0.00042,0.00086
2692.53162,0.00377,0.00153,0.00042,0.00086
2690.60287,0.00376,0.00152,0.00041,0.00086
2688.67413,0.00375,0.00151,0.0004,0.00086
2686.74538,0.00373,0.00152,0.00042,0.00086
2684.81663,0.0037,0.00153,0.00042,0.00084
2682.88788,0.00366,0.00151,0.00037,0.00082
2680.95914,0.00364,0.00149,0.00034,0.00081
2679.03039,0.00362,0.00149,0.00033,0.00079
2677.10164,0.0036,0.00148,0.00034,0.00077
2675.17289,0.00359,0.00147,0.00035,0.00074
2673.24414,0.00359,0.00145,0.00035,0.00072
2671.3154,0.0036,0.00144,0.00034,0.00073
2669.38665,0.00363,0.00144,0.00035,0.00075
2667.4579,0.00365,0.00145,0.00037,0.00076
2665.52915,0.00365,0.00146,0.00038,0.00075
2663.60041,0.00364,0.00147,0.00038,0.00075
2661.67166,0.00365,0.00148,0.00038,0.00076
2659.74291,0.00366,0.00149,0.00037,0.00078
2657.81416,0.00364,0.0015,0.00037,0.00078
2655.88542,0.0036,0.00149,0.00036,0.00078
2653.95667,0.00359,0.00146,0.00034,0.00078
2652.02792,0.0036,0.00145,0.00034,0.00079
2650.09917,0.00362,0.00147,0.00035,0.00081
2648.17043,0.00362,0.00148,0.00033,0.00082
2646.24168,0.00362,0.00146,0.00031,0.0008
2644.31293,0.00364,0.00145,0.00033,0.00079
2642.38418,0.00364,0.00144,0.00038,0.00079
2640.45544,0.00363,0.00144,0.00041,0.0008
2638.52669,0.00363,0.00148,0.00041,0.0008
2636.59794,0.00364,0.0015,0.00038,0.00078
2634.66919,0.00367,0.00149,0.00038,0.00079
2632.74045,0.00369,0.00148,0.0004,0.00081
2630.8117,0.00369,0.00146,0.00042,0.00084
2628.88295,0.00368,0.00145,0.00041,0.00086
2626.9542,0.00367,0.00146,0.00037,0.00084
2625.02546,0.00367,0.00147,0.00031,0.00079
2623.09671,0.00366,0.00147,0.00029,0.00078
2621.16796,0.00365,0.00147,0.00031,0.00079
2619.23921,0.00367,0.00147,0.00035,0.00077
2617.31047,0.00371,0.00148,0.00038,0.00075
2615.38172,0.00374,0.0015,0.00042,0.00078
2613.45297,0.00373,0.00152,0.00044,0.00083
2611.52422,0.00372,0.00155,0.00044,0.00086
2609.59547,0.00375,0.00159,0.00044,0.00087
2607.66673,0.00378,0.0016,0.00046,0.00087
2605.73798,0.00381,0.00161,0.00048,0.00088
2603.80923,0.00384,0.00163,0.0005,0.00091
2601.88048,0.00382,0.00167,0.0005,0.00094
2599.95174,0.00378,0.00168,0.0005,0.00095
2598.02299,0.00376,0.00166,0.00049,0.00097
2596.09424,0.00377,0.00165,0.00046,0.00096
2594.16549,0.00381,0.00166,0.00045,0.00094
2592.23675,0.00382,0.00166,0.00047,0.00094
2590.308,0.00381,0.00164,0.00046,0.00094
2588.37925,0.00382,0.00161,0.00044,0.00095
2586.4505,0.00384,0.00161,0.00046,0.00097
2584.52176,0.00387,0.00162,0.00053,0.00096
2582.59301,0.00384,0.00162,0.00054,0.00089
2580.66426,0.0038,0.00162,0.0005,0.00084
2578.73551,0.00377,0.00162,0.00047,0.00088
2576.80677,0.00376,0.00161,0.00046,0.00092
2574.87802,0.00371,0.00158,0.00045,0.0009
2572.94927,0.00366,0.00156,0.00046,0.00086
2571.02052,0.00363,0.00155,0.00047,0.00082
2569.09178,0.00358,0.00151,0.00044,0.0008
2567.16303,0.00356,0.00149,0.00041,0.00084
2565.23428,0.00359,0.00151,0.00042,0.0009
2563.30553,0.00362,0.00151,0.00045,0.00089
2561.37679,0.00361,0.00149,0.00045,0.00084
2559.44804,0.00359,0.00147,0.00044,0.00081
2557.51929,0.00356,0.00147,0.0004,0.0008
2555.59054,0.00356,0.00146,0.00037,0.00077
2553.66179,0.00357,0.00147,0.00036,0.00076
2551.73305,0.00357,0.0015,0.00037,0.00077
2549.8043,0.00356,0.00155,0.00037,0.00081
2547.87555,0.00357,0.00156,0.00039,0.00083
2545.9468,0.00358,0.00154,0.00038,0.00082
2544.01806,0.00359,0.00154,0.00037,0.00083
2542.08931,0.00361,0.00154,0.00036,0.00085
2540.16056,0.00359,0.00152,0.00034,0.00082
2538.23181,0.00354,0.00147,0.0003,0.00077
2536.30307,0.00355,0.00145,0.00033,0.0008
2534.37432,0.00361,0.00148,0.0004,0.00085
2532.44557,0.00363,0.00153,0.00043,0.00081
2530.51682,0.00358,0.00154,0.0004,0.00076
2528.58808,0.00353,0.00148,0.00036,0.00076
2526.65933,0.00352,0.0014,0.00033,0.00075
2524.73058,0.00351,0.00135,0.00033,0.00072
2522.80183,0.00352,0.00132,0.00035,0.00073
2520.87309,0.00354,0.00134,0.00036,0.00076
2518.94434,0.00353,0.00139,0.00037,0.00075
2517.01559,0.0035,0.00144,0.00038,0.00073
2515.08684,0.00351,0.00148,0.00039,0.00076
2513.1581,0.00356,0.0015,0.00038,0.0008
2511.22935,0.00359,0.00151,0.00039,0.00082
2509.3006,0.00358,0.00151,0.0004,0.00081
2507.37185,0.00351,0.00149,0.00039,0.00079
2505.44311,0.00346,0.00145,0.00036,0.00073
2503.51436,0.00349,0.00144,0.00037,0.00072
2501.58561,0.00356,0.00149,0.0004,0.00077
2499.65686,0.00357,0.00152,0.0004,0.00082
2497.72812,0.00354,0.00153,0.00039,0.00081
2495.79937,0.00355,0.00155,0.00041,0.0008
2493.87062,0.00358,0.00156,0.00042,0.00079
2491.94187,0.00358,0.00155,0.0004,0.00076
2490.01312,0.00357,0.00154,0.00039,0.00076
2488.08438,0.00358,0.00153,0.00041,0.00079
2486.15563,0.00358,0.00151,0.00042,0.00081
2484.22688,0.00358,0.00153,0.00048,0.00086
2482.29813,0.0036,0.00156,0.00055,0.0009
2480.36939,0.00364,0.00156,0.00054,0.00091
2478.44064,0.00365,0.00155,0.0005,0.0009
2476.51189,0.00364,0.00153,0.00048,0.00088
2474.58314,0.00361,0.0015,0.00048,0.00088
2472.6544,0.0036,0.0015,0.00051,0.00091
2470.72565,0.00361,0.00154,0.00051,0.00091
2468.7969,0.00359,0.00153,0.00047,0.00087
2466.86815,0.00358,0.0015,0.00045,0.00085
2464.93941,0.00362,0.00152,0.00051,0.00085
2463.01066,0.00368,0.00158,0.00057,0.00089
2461.08191,0.00375,0.00164,0.0006,0.00093
2459.15316,0.00378,0.0017,0.00061,0.00096
2457.22442,0.00377,0.00174,0.00057,0.00097
2455.29567,0.00375,0.00173,0.00054,0.00098
2453.36692,0.00378,0.00169,0.00057,0.00101
2451.43817,0.00381,0.00169,0.00061,0.00104
2449.50943,0.00382,0.0017,0.00062,0.00107
2447.58068,0.00382,0.00169,0.0006,0.00109
2445.65193,0.0038,0.00166,0.00057,0.00107
2443.72318,0.00377,0.00166,0.00058,0.00103
2441.79444,0.00374,0.00169,0.00059,0.00103
2439.86569,0.0037,0.00169,0.00057,0.00103
2437.93694,0.00363,0.00163,0.00054,0.00099
2436.00819,0.00357,0.00155,0.00052,0.00093
2434.07944,0.00355,0.00151,0.00049,0.0009
2432.1507,0.00356,0.00152,0.00048,0.00091
2430.22195,0.00359,0.00156,0.00051,0.00096
2428.2932,0.00363,0.0016,0.00053,0.00099
2426.36445,0.00363,0.00162,0.0005,0.00097
2424.43571,0.00362,0.00161,0.00047,0.00093
2422.50696,0.00361,0.00161,0.00049,0.00091
2420.57821,0.00364,0.00162,0.00054,0.00093
2418.64946,0.0037,0.00164,0.00058,0.00096
2416.72072,0.00374,0.00168,0.00056,0.00098
2414.79197,0.00371,0.00169,0.00052,0.00097
2412.86322,0.00367,0.0017,0.00049,0.00096
2410.93447,0.00367,0.00172,0.0005,0.00098
2409.00573,0.0037,0.00175,0.00052,0.001
2407.07698,0.00373,0.00173,0.00054,0.00098
2405.14823,0.00373,0.00168,0.00057,0.00097
2403.21948,0.00371,0.00165,0.00057,0.00099
2401.29074,0.0037,0.00163,0.00056,0.001
2399.36199,0.00368,0.00162,0.00055,0.00099
2397.43324,0.00365,0.00162,0.00051,0.00096
2395.50449,0.00361,0.00158,0.00044,0.0009
2393.57575,0.00358,0.00154,0.00039,0.00086
2391.647,0.00356,0.0015,0.00039,0.00084
2389.71825,0.00352,0.00142,0.00035,0.00078
2387.7895,0.00339,0.00119,0.00015,0.00052
2385.86076,0.00305,0.00069,-3.00E-04,-7.00E-05
2383.93201,0.00247,-1.50E-04,-0.00109,-0.00104
2382.00326,0.00171,-0.00129,-0.0022,-0.00233
2380.07451,0.00083,-0.00265,-0.00355,-0.0039
2378.14577,-1.70E-04,-0.0043,-0.00516,-0.00584
2376.21702,-0.00144,-0.00639,-0.00716,-0.0083
2374.28827,-0.00307,-0.00894,-0.00958,-0.01128
2372.35952,-0.00489,-0.01176,-0.0123,-0.01453
2370.43077,-0.00664,-0.01457,-0.01516,-0.01784
2368.50203,-0.00839,-0.01733,-0.01804,-0.0212
2366.57328,-0.01031,-0.02019,-0.02093,-0.02454
2364.64453,-0.01217,-0.02271,-0.02369,-0.02753
2362.71578,-0.01349,-0.02442,-0.02592,-0.02983
2360.78704,-0.01423,-0.02549,-0.02696,-0.03115
2358.85829,-0.01423,-0.02547,-0.02619,-0.03079
2356.92954,-0.0128,-0.02353,-0.02358,-0.02815
2355.00079,-0.01041,-0.02032,-0.0201,-0.02422
2353.07205,-0.00794,-0.01656,-0.01651,-0.0199
2351.1433,-0.00589,-0.01325,-0.01351,-0.01614
2349.21455,-0.0049,-0.01168,-0.01205,-0.01429
2347.2858,-0.00517,-0.01216,-0.01243,-0.0148
2345.35706,-0.00657,-0.01442,-0.01452,-0.01751
2343.42831,-0.00828,-0.01712,-0.01711,-0.02076
2341.49956,-0.0091,-0.01838,-0.01833,-0.02213
2339.57081,-0.00905,-0.01825,-0.01825,-0.02191
2337.64207,-0.00874,-0.01772,-0.01783,-0.02139
2335.71332,-0.00844,-0.01717,-0.01739,-0.02084
2333.78457,-0.00816,-0.01657,-0.01692,-0.02011
2331.85582,-0.00787,-0.0159,-0.01648,-0.01932
2329.92708,-0.00743,-0.01515,-0.01592,-0.0185
2327.99833,-0.00678,-0.01436,-0.01506,-0.01753
2326.06958,-0.00606,-0.01343,-0.01392,-0.0164
2324.14083,-0.00536,-0.01225,-0.01265,-0.01509
2322.21209,-0.00462,-0.01091,-0.01138,-0.01363
2320.28334,-0.00372,-0.0096,-0.01012,-0.01204
2318.35459,-0.00283,-0.00835,-0.00891,-0.01051
2316.42584,-0.00213,-0.00728,-0.00788,-0.00931
2314.4971,-0.00168,-0.0065,-0.00714,-0.00846
2312.56835,-0.00138,-0.00591,-0.00661,-0.00779
2310.6396,-0.00103,-0.00531,-0.00605,-0.00709
2308.71085,-5.00E-04,-0.00456,-0.00533,-0.0062
2306.7821,0.00012,-0.00368,-0.00447,-0.00515
2304.85336,0.00062,-0.0029,-0.00371,-0.00427
2302.92461,0.0009,-0.00239,-0.00322,-0.00372
2300.99586,0.00112,-0.002,-0.00288,-0.00327
2299.06711,0.00135,-0.00165,-0.00255,-0.0028
2297.13837,0.00154,-0.00136,-0.00224,-0.00241
2295.20962,0.00172,-0.00109,-0.00193,-0.00208
2293.28087,0.00192,-7.60E-04,-0.00166,-0.00173
2291.35212,0.00212,-4.20E-04,-0.00141,-0.00137
2289.42338,0.00233,-6.00E-05,-0.00112,-0.00103
2287.49463,0.00255,0.00032,-8.10E-04,-6.70E-04
2285.56588,0.00278,0.00066,-4.90E-04,-3.00E-04
2283.63713,0.00294,0.00085,-2.40E-04,-6.00E-05
2281.70839,0.00297,0.00087,-1.70E-04,-2.00E-05
2279.77964,0.00291,0.00079,-2.70E-04,-1.00E-04
2277.85089,0.00286,0.0007,-4.20E-04,-2.20E-04
2275.92214,0.0028,0.00061,-5.40E-04,-3.40E-04
2273.9934,0.00274,0.00058,-5.90E-04,-3.60E-04
2272.06465,0.00269,0.00058,-5.80E-04,-3.10E-04
2270.1359,0.00262,0.00057,-5.40E-04,-3.20E-04
2268.20715,0.00258,0.00058,-4.90E-04,-3.40E-04
2266.27841,0.00257,0.00058,-4.60E-04,-3.00E-04
2264.34966,0.00259,0.00059,-4.70E-04,-2.30E-04
2262.42091,0.00261,0.00061,-4.70E-04,-2.00E-04
2260.49216,0.0026,0.00063,-4.50E-04,-2.20E-04
2258.56342,0.00259,0.00064,-4.40E-04,-2.40E-04
2256.63467,0.00267,0.0007,-3.90E-04,-2.00E-04
2254.70592,0.0028,0.00083,-2.90E-04,-1.00E-04
2252.77717,0.00285,0.00093,-1.90E-04,0.00002
2250.84842,0.00282,0.00094,-1.60E-04,0.00012
2248.91968,0.00283,0.00093,-1.10E-04,0.00023
2246.99093,0.00286,0.00093,-9.00E-05,0.00025
2245.06218,0.00282,0.00094,-1.40E-04,0.00018
2243.13343,0.00279,0.00098,-1.50E-04,0.00018
2241.20469,0.00283,0.00105,-6.00E-05,0.00026
2239.27594,0.00291,0.0011,0.00003,0.00031
2237.34719,0.00294,0.0011,0.00006,0.00035
2235.41844,0.00296,0.00112,0.00006,0.00042
2233.4897,0.00299,0.00115,0.00009,0.00045
2231.56095,0.00303,0.00115,0.00012,0.00039
2229.6322,0.00304,0.0011,0.00015,0.00033
2227.70345,0.003,0.00111,0.00016,0.00033
2225.77471,0.00295,0.00123,0.00013,0.00041
2223.84596,0.00293,0.00131,0.00007,0.0005
2221.91721,0.00287,0.00127,0,0.00051
2219.98846,0.00281,0.00119,-6.00E-05,0.0004
2218.05972,0.00277,0.00108,-1.00E-04,0.0003
2216.13097,0.00275,0.001,-1.40E-04,0.00026
2214.20222,0.00272,0.00098,-1.30E-04,0.00028
2212.27347,0.00273,0.00096,-9.00E-05,0.00032
2210.34473,0.00272,0.00094,-7.00E-05,0.0003
2208.41598,0.00269,0.00097,-9.00E-05,0.00026
2206.48723,0.00272,0.00103,-1.00E-04,0.00029
2204.55848,0.00275,0.00102,-1.40E-04,0.00031
2202.62974,0.00273,0.00096,-2.10E-04,0.00024
2200.70099,0.00272,0.00091,-2.10E-04,0.00013
2198.77224,0.0027,0.00088,-2.10E-04,0.00004
2196.84349,0.00265,0.00092,-2.20E-04,-1.00E-05
2194.91475,0.00264,0.00102,-1.30E-04,0.00003
2192.986,0.00269,0.00113,-3.00E-05,0.00015
2191.05725,0.00273,0.00115,0,0.00027
2189.1285,0.00272,0.00106,0,0.00029
2187.19975,0.0027,0.00092,0,0.0002
2185.27101,0.00271,0.00086,-1.00E-05,0.00012
2183.34226,0.00274,0.00088,-5.00E-05,0.00008
2181.41351,0.00278,0.00089,-6.00E-05,0.00007
2179.48476,0.00276,0.0009,-2.00E-05,0.0001
2177.55602,0.0027,0.00095,0,0.00016
2175.62727,0.0027,0.00101,-9.00E-05,0.00018
2173.69852,0.00275,0.001,-2.40E-04,0.00013
2171.76977,0.00273,0.0009,-3.20E-04,0.00007
2169.84103,0.00263,0.00084,-2.70E-04,0.00003
2167.91228,0.00247,0.00085,-2.20E-04,-4.00E-05
2165.98353,0.00236,0.00084,-2.60E-04,-1.30E-04
2164.05478,0.00239,0.00081,-3.00E-04,-1.40E-04
2162.12604,0.00246,0.00082,-2.80E-04,-8.00E-05
2160.19729,0.00239,0.0008,-2.50E-04,-1.00E-05
2158.26854,0.00236,0.00076,-2.10E-04,0.00005
2156.33979,0.00242,0.00075,-1.80E-04,0.00006
2154.41105,0.00239,0.0007,-2.10E-04,0
2152.4823,0.00235,0.00067,-2.50E-04,-2.00E-05
2150.55355,0.00241,0.00079,-2.40E-04,0.00008
2148.6248,0.00246,0.00091,-2.00E-04,0.00012
2146.69606,0.00241,0.00092,-1.90E-04,0.00003
2144.76731,0.00242,0.00094,-1.40E-04,0.00002
2142.83856,0.00252,0.00109,-6.00E-05,0.00015
2140.90981,0.00262,0.00119,-1.00E-05,0.00029
2138.98107,0.00265,0.00115,-2.00E-05,0.00031
2137.05232,0.00265,0.00107,-6.00E-05,0.00027
2135.12357,0.00265,0.00105,-9.00E-05,0.00021
2133.19482,0.00266,0.00105,-4.00E-05,0.00017
2131.26608,0.00271,0.00104,0.00004,0.00021
2129.33733,0.00279,0.00102,0.00008,0.00029
2127.40858,0.00283,0.00103,0.00013,0.00035
2125.47983,0.00282,0.00109,0.0002,0.00037
2123.55108,0.00283,0.00113,0.00022,0.00036
2121.62234,0.0029,0.00117,0.00021,0.00035
2119.69359,0.00294,0.00122,0.00023,0.00037
2117.76484,0.00289,0.00125,0.00024,0.00041
2115.83609,0.00282,0.00125,0.00023,0.00043
2113.90735,0.00282,0.00122,0.00017,0.00039
2111.9786,0.00283,0.00116,0.0001,0.00033
2110.04985,0.00283,0.00111,0.00008,0.0003
2108.1211,0.00287,0.00116,0.00013,0.00036
2106.19236,0.0029,0.00127,0.00019,0.00044
2104.26361,0.00287,0.00133,0.00021,0.00046
2102.33486,0.00284,0.00131,0.00017,0.00044
2100.40611,0.00283,0.00127,0.00011,0.00038
2098.47737,0.00285,0.00123,0.00009,0.00036
2096.54862,0.0029,0.00121,0.00013,0.00039
2094.61987,0.00292,0.00119,0.00017,0.00039
2092.69112,0.00288,0.00117,0.00016,0.00033
2090.76238,0.00288,0.00117,0.00015,0.00033
2088.83363,0.00291,0.00118,0.00018,0.00036
2086.90488,0.00289,0.00118,0.00019,0.00036
2084.97613,0.00287,0.00118,0.00021,0.00042
2083.04739,0.00294,0.00123,0.00024,0.00052
2081.11864,0.00303,0.00128,0.00025,0.00055
2079.18989,0.00305,0.00128,0.00021,0.0005
2077.26114,0.00299,0.00124,0.00016,0.00047
2075.3324,0.00296,0.00118,0.00014,0.00052
2073.40365,0.00294,0.00115,0.00011,0.00057
2071.4749,0.00288,0.00114,0.00007,0.00052
2069.54615,0.00279,0.00111,0.00007,0.00042
2067.6174,0.00273,0.00106,0.00008,0.00039
2065.68866,0.00268,0.00108,0.00005,0.0004
2063.75991,0.00264,0.00114,0.00002,0.00038
2061.83116,0.00265,0.00114,0.00005,0.00033
2059.90241,0.00272,0.0011,0.00009,0.00029
2057.97367,0.00277,0.00109,0.00008,0.00029
2056.04492,0.00274,0.00114,0.00005,0.00031
2054.11617,0.00275,0.00117,0.00006,0.00033
2052.18742,0.00283,0.00119,0.00009,0.00034
2050.25868,0.00289,0.00124,0.00011,0.00032
2048.32993,0.00285,0.00127,0.00012,0.00026
2046.40118,0.00274,0.00124,0.00013,0.00021
2044.47243,0.00268,0.00122,0.00009,0.00026
2042.54369,0.00278,0.00122,0.00005,0.00037
2040.61494,0.00291,0.00123,0.0001,0.00051
2038.68619,0.00293,0.00126,0.00016,0.00058
2036.75744,0.00291,0.00129,0.0002,0.00058
2034.8287,0.00291,0.00126,0.00024,0.00056
2032.89995,0.00285,0.0012,0.00019,0.00049
2030.9712,0.00278,0.00122,0.00008,0.00043
2029.04245,0.00273,0.00124,0.00001,0.0004
2027.11371,0.00265,0.00112,-5.00E-05,0.00035
